0,1,400000.0,34.0,34.0,0.0,3,2,1,1,3,23,13,16
1,2,410000.0,5438.0,52.0,2.0,3,2,1,1,3,5,24,5
2,3,1950000.0,190.0,140.0,50.0,5,4,2,2,7,7,4,3
3,4,305500.0,389.0,32.0,62.0,2,1,1,0,2,20,17,1
4,5,365000.0,38.0,33.0,5.0,2,1,1,0,2,9,22,2
5,6,350000.0,33.0,30.0,3.0,2,1,1,0,2,14,14,14
6,7,290000.0,35.0,33.0,2.0,2,1,1,0,2,26,15,15
7,8,529000.0,5539.0,50.0,443.0,3,2,2,1,4,14,7,4
8,9,500000.0,52.0,50.0,2.0,3,2,2,1,4,16,12,13
9,10,460000.0,54.0,47.0,7.0,3,2,2,1,4,26,10,25
10,11,470000.0,4599.0,42.0,344.0,3,2,1,1,3,9,16,3
11,12,475000.0,5872.0,56.0,242.0,3,2,2,1,4,13,15,2
12,13,450000.0,61.0,55.0,6.0,3,2,2,1,4,16,8,13
13,14,370000.0,363.0,31.0,53.0,2,1,1,1,2,26,10,14
14,15,405000.0,0.0,39.0,0.0,0,0,0,0,0,0,0,0
15,16,330000.0,3485.0,32.0,235.0,2,1,1,0,2,20,16,12
16,17,350000.0,38.0,36.0,2.0,2,1,1,0,2,9,16,3
17,18,415000.0,0.0,45.0,0.0,0,0,0,0,0,0,0,0
18,19,340000.0,436.0,36.0,67.0,3,2,1,0,3,15,20,9
19,20,350000.0,4337.0,40.0,312.0,3,2,1,1,3,25,13,15
20,21,420000.0,499.0,46.0,308.0,3,2,2,1,4,28,12,14
21,22,558000.0,7094.0,59.0,113.0,3,2,2,1,4,16,9,2
22,23,390000.0,36.0,32.0,4.0,2,1,1,0,2,16,9,16
23,24,410000.0,4874.0,47.0,147.0,3,2,2,0,4,20,14,14
24,25,400000.0,5011.0,47.0,26.0,3,2,2,0,4,25,13,6
25,26,435000.0,4892.0,45.0,301.0,3,2,2,0,4,10,15,9
26,27,420000.0,0.0,46.0,0.0,0,0,0,0,0,0,0,0
27,28,300000.0,39.0,36.0,3.0,2,1,1,0,2,26,15,11
28,29,320000.0,0.0,35.0,0.0,0,0,0,0,0,0,0,0
29,30,370000.0,3669.0,34.0,26.0,2,1,1,1,2,26,17,11
30,31,300000.0,35.0,31.0,4.0,2,1,1,0,2,23,16,15
31,32,430000.0,4873.0,41.0,753.0,3,2,1,1,3,24,15,20
32,33,430000.0,4508.0,42.0,299.0,3,2,2,1,4,26,17,22
33,34,280000.0,36.0,34.0,2.0,2,1,1,0,2,15,15,6
34,35,385000.0,4532.0,39.0,534.0,3,2,1,1,3,25,13,25
35,36,390000.0,54.0,51.0,3.0,3,2,2,1,4,16,9,16
36,37,268000.0,0.0,26.0,0.0,0,0,0,0,0,0,0,0
37,38,588000.0,6304.0,58.0,435.0,3,2,2,1,4,16,9,12
38,39,450000.0,465.0,39.0,71.0,3,2,1,1,3,26,10,13
39,40,400000.0,4432.0,42.0,232.0,3,2,2,1,4,24,13,15
40,41,395000.0,4508.0,42.0,299.0,3,2,2,1,4,26,17,12
41,42,418500.0,0.0,47.0,0.0,0,0,0,0,0,0,0,0
42,43,370000.0,402.0,37.0,266.0,2,1,1,0,2,9,16,1
43,44,425000.0,51.0,47.0,349.0,3,2,2,1,4,30,13,20
44,45,290000.0,347.0,32.0,25.0,2,1,1,0,2,13,14,10
45,46,310000.0,30.0,30.0,0.0,2,1,1,0,2,25,28,14
46,47,470000.0,0.0,48.0,0.0,0,0,0,0,0,0,0,0
47,48,405000.0,4824.0,45.0,294.0,3,2,2,0,4,30,11,13
48,49,220000.0,22.0,22.0,0.0,1,0,1,0,2,37,14,21
49,50,480000.0,4508.0,42.0,299.0,3,2,2,1,4,26,17,13
50,51,450000.0,4508.0,42.0,299.0,3,2,2,1,4,26,17,3
51,52,350000.0,367.0,34.0,26.0,2,1,1,0,2,26,17,20
52,53,420000.0,4861.0,45.0,297.0,3,2,2,0,4,30,13,27
53,54,310000.0,34.0,32.0,2.0,2,1,1,0,2,14,16,2
54,55,300000.0,3407.0,34.0,0.0,2,1,1,0,2,20,16,13
55,56,330000.0,3662.0,31.0,542.0,2,1,1,0,2,24,15,15
56,57,310000.0,0.0,35.0,0.0,0,0,0,0,0,0,0,0
57,58,350000.0,36.0,30.0,6.0,2,1,1,0,2,20,16,1
58,59,340000.0,36.0,34.0,2.0,2,1,1,1,2,24,11,16
59,60,320000.0,3651.0,33.0,254.0,2,1,1,0,2,26,17,4
60,61,300000.0,3475.0,32.0,254.0,2,1,1,0,2,26,17,5
61,62,300000.0,3323.0,31.0,203.0,2,1,1,0,2,12,9,8
62,63,280000.0,26.0,24.0,2.0,2,1,1,0,2,26,11,18
63,64,325000.0,0.0,35.0,0.0,0,0,0,0,0,0,0,0
64,65,315000.0,3816.0,35.0,251.0,2,1,1,0,2,26,17,5
65,66,325000.0,3611.0,33.0,267.0,2,1,1,0,2,26,17,25
66,67,420000.0,4799.0,44.0,379.0,3,2,2,1,4,30,16,7
67,68,430000.0,4677.0,43.0,336.0,3,2,2,1,4,19,10,8
68,69,450000.0,57.0,54.0,3.0,3,2,2,0,4,20,16,5
69,70,340000.0,31.0,26.0,5.0,2,1,1,0,2,24,10,19
70,71,400000.0,4664.0,43.0,341.0,3,2,1,1,3,26,17,20
71,72,450000.0,4735.0,43.0,343.0,3,2,1,1,3,26,17,20
72,73,380000.0,36.0,34.0,2.0,3,2,1,1,3,23,24,3
73,74,420000.0,60.0,54.0,6.0,3,2,2,0,4,19,17,17
74,75,370000.0,5444.0,54.0,0.0,3,2,2,0,4,17,11,7
75,76,440000.0,4731.0,43.0,341.0,3,2,1,1,3,26,17,9
76,77,380000.0,49.0,47.0,2.0,3,2,1,1,3,14,12,6
77,78,320000.0,34.0,31.0,3.0,2,1,1,0,2,16,15,12
78,79,380000.0,4789.0,43.0,447.0,3,2,2,1,4,35,16,5
79,80,370000.0,53.0,51.0,2.0,3,2,1,0,3,27,12,13
80,81,410000.0,502.0,50.0,0.0,3,2,1,0,3,24,13,2
81,82,415000.0,4333.0,42.0,124.0,3,2,1,0,3,12,16,9
82,83,380000.0,37.0,35.0,2.0,3,2,1,1,3,16,15,12
83,84,270000.0,293.0,29.0,0.0,2,1,1,0,2,30,22,27
84,85,410000.0,372.0,31.0,58.0,2,1,1,1,2,12,20,4
85,86,310000.0,329.0,30.0,29.0,2,1,1,0,2,16,15,8
86,87,290000.0,32.0,32.0,0.0,2,1,1,0,2,26,13,3
87,88,315000.0,37.0,37.0,0.0,2,1,1,0,2,16,17,11
88,89,390000.0,0.0,35.0,0.0,0,0,0,0,0,0,0,0
89,90,621000.0,53.0,53.0,0.0,2,1,1,0,0,7,14,5
90,91,285000.0,297.0,29.0,0.0,2,1,1,0,2,26,12,18
91,92,665000.0,4865.0,47.0,105.0,3,2,2,1,4,7,10,4
92,93,320000.0,4029.0,36.0,383.0,2,1,1,0,2,5,55,4
93,94,270000.0,27.0,27.0,0.0,1,0,1,0,2,15,25,4
94,95,895000.0,69.0,59.0,10.0,3,2,2,0,4,15,7,7
95,96,290000.0,36.0,34.0,2.0,2,1,1,0,2,33,8,1
96,97,609000.0,4865.0,47.0,105.0,3,2,2,0,4,7,10,3
97,98,444000.0,30.0,30.0,0.0,1,0,1,0,2,7,14,3
98,99,500000.0,0.0,43.0,0.0,0,0,0,0,0,0,0,0
99,100,290000.0,20.0,20.0,0.0,1,0,1,0,2,21,16,8
100,101,392000.0,40.0,40.0,0.0,3,2,2,0,4,21,9,2
101,102,270000.0,1643.0,16.0,0.0,1,0,1,0,2,21,25,18
102,103,360000.0,0.0,35.0,0.0,0,0,0,0,0,0,0,0
103,104,317000.0,30.0,30.0,0.0,2,1,1,0,2,21,9,21
104,105,375000.0,5047.0,47.0,26.0,4,3,1,0,6,15,13,9
105,106,895500.0,567.0,46.0,99.0,2,1,1,1,2,18,14,3
106,107,606000.0,53.0,53.0,0.0,2,1,1,0,0,7,14,5
107,108,360000.0,4857.0,42.0,621.0,3,2,2,0,4,5,55,3
108,109,310000.0,29.0,29.0,0.0,2,1,1,0,2,17,18,8
109,110,430000.0,5159.0,47.0,442.0,3,2,2,0,4,10,15,10
110,111,439000.0,51.0,41.0,10.0,3,2,2,0,4,19,10,17
111,112,1195000.0,8745.0,68.0,1852.0,3,2,2,1,4,38,8,4
112,113,410000.0,46.0,44.0,2.0,3,2,2,0,4,8,15,2
113,114,290000.0,0.0,29.0,0.0,0,0,0,0,0,0,0,0
114,115,435000.0,30.0,30.0,0.0,1,0,1,0,2,7,14,4
115,116,580000.0,81.0,68.0,13.0,3,2,2,0,4,6,14,1
116,117,335500.0,471.0,41.0,59.0,3,2,1,0,3,20,17,2
117,118,365000.0,4926.0,45.0,396.0,3,2,2,0,4,20,7,4
